transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,previous_success_count,previous_failure_count,average_transaction_amount,customer_lifetime_value,days_since_last_purchase,purchase_frequency,subscription_status,device_type,country,hour,day_of_week,recovery_probability,recovered,recovery_time_minutes,recovery_action
TXN000176,CUST04825,2992.07,INR,upi,issuer_decline,2,13,1,2319.88,24851.4,118,1.351,active,desktop,Singapore,5,3,0.97,1,26,payment_link
TXN000177,CUST04186,18420.64,INR,upi,insufficient_funds,1,10,3,2918.11,35028.79,81,1.68,inactive,mobile,UK,13,2,0.8629,1,42,retry
TXN000178,CUST00078,5668.18,INR,upi,issuer_decline,2,7,3,4343.09,30954.37,131,0.339,inactive,mobile,UK,5,0,0.3012,0,0,escalate
TXN000179,CUST01173,6047.83,INR,wallet,incorrect_otp,1,6,3,5350.94,32410.89,98,0.766,inactive,tablet,UAE,18,1,0.5333,1,47,reminder
TXN000180,CUST04733,11117.17,INR,upi,insufficient_funds,1,6,2,8566.66,75547.94,50,0.149,trial,mobile,India,0,1,0.6685,0,0,reminder
TXN000181,CUST00378,2643.09,INR,card,expired_card,1,9,1,4926.85,55586.38,26,0.938,inactive,mobile,UAE,6,0,0.8236,0,0,retry
TXN000182,CUST04626,2907.07,INR,upi,bank_timeout,1,13,1,1652.99,24029.93,65,0.2,active,mobile,USA,15,4,0.9623,1,12,payment_link
TXN000183,CUST01274,5225.06,INR,upi,insufficient_funds,3,5,2,3486.7,25188.07,74,1.441,active,mobile,USA,23,6,0.7447,1,65,reminder
TXN000184,CUST03824,2483.01,INR,card,expired_card,3,12,1,1439.17,14591.05,9,1.081,trial,mobile,UK,4,1,0.6922,1,50,reminder
TXN000185,CUST01066,25202.07,INR,card,expired_card,3,5,3,1405.27,8477.82,98,1.606,active,desktop,USA,10,2,0.2722,0,0,escalate
TXN000186,CUST01998,6446.21,INR,card,expired_card,1,5,2,5828.15,28618.88,49,0.685,inactive,mobile,UK,8,3,0.3429,0,0,escalate
TXN000187,CUST00898,3783.87,INR,netbanking,issuer_decline,1,14,0,8171.51,191307.57,44,0.416,inactive,mobile,Singapore,15,4,0.97,1,5,payment_link
TXN000188,CUST00403,1406.32,INR,card,issuer_decline,2,8,4,1953.3,14314.31,92,1.923,inactive,desktop,India,8,0,0.6899,1,50,reminder
TXN000189,CUST03517,3390.08,INR,card,insufficient_funds,1,12,2,4950.37,81187.94,175,0.572,active,mobile,India,12,2,0.8716,1,48,retry
TXN000190,CUST01177,5967.38,INR,card,issuer_decline,1,6,2,404.14,2409.65,42,1.885,inactive,mobile,USA,3,2,0.9567,1,5,payment_link
TXN000191,CUST04525,3373.18,INR,card,issuer_decline,1,6,1,2688.49,19405.72,163,1.157,active,desktop,India,20,0,0.9385,1,36,payment_link
TXN000192,CUST04199,199.44,INR,wallet,insufficient_funds,3,8,4,4509.72,43930.53,4,1.677,active,desktop,USA,10,5,0.9298,1,39,retry
TXN000193,CUST02726,5500.7,INR,card,bank_timeout,2,7,0,1955.34,24910.15,119,0.025,active,tablet,UK,1,3,0.8952,1,36,payment_link
TXN000194,CUST02262,1708.74,INR,card,insufficient_funds,1,7,1,3813.19,49099.81,152,1.91,inactive,mobile,UK,23,3,0.6815,0,0,reminder
TXN000195,CUST01165,3158.61,INR,card,expired_card,1,3,3,1964.76,7872.35,69,1.389,trial,mobile,UAE,12,3,0.712,1,8,reminder
TXN000196,CUST03958,1444.77,INR,upi,issuer_decline,1,8,1,716.69,6362.65,153,1.112,active,mobile,UAE,22,2,0.97,1,31,payment_link
TXN000197,CUST01876,2697.79,INR,card,expired_card,2,6,1,1387.86,13573.04,82,0.448,active,mobile,USA,1,5,0.6283,0,0,reminder
TXN000198,CUST03536,4891.63,INR,netbanking,bank_timeout,2,3,1,1730.99,6553.89,53,1.672,inactive,mobile,India,21,4,0.9031,1,9,payment_link
TXN000199,CUST04125,10722.03,INR,netbanking,bank_timeout,4,9,3,5767.26,44956.35,2,0.933,inactive,tablet,USA,11,3,0.7875,0,0,payment_link
TXN000200,CUST00689,3803.15,INR,wallet,expired_card,2,6,0,4025.45,47516.87,55,0.993,trial,desktop,USA,5,5,0.58,0,0,reminder
TXN000201,CUST04552,4968.43,INR,card,network_error,3,7,2,987.25,7089.59,118,0.808,trial,mobile,UAE,15,5,0.6949,0,0,reminder
TXN000202,CUST02273,2011.58,INR,upi,issuer_decline,4,13,2,947.91,21346.5,58,1.41,inactive,mobile,UAE,19,6,0.7498,0,0,reminder
TXN000203,CUST01236,902.8,INR,wallet,network_error,1,7,3,6233.69,68731.38,144,1.152,active,desktop,USA,18,3,0.9265,0,0,payment_link
TXN000204,CUST01506,1103.02,INR,card,issuer_decline,1,9,3,1995.52,17468.33,80,0.852,inactive,mobile,UK,12,3,0.8966,1,15,payment_link
TXN000205,CUST02740,3995.92,INR,netbanking,issuer_decline,2,9,2,5012.66,41885.36,123,1.821,active,desktop,Singapore,2,4,0.927,1,27,payment_link
TXN000206,CUST03721,3246.34,INR,upi,insufficient_funds,3,2,1,4689.72,10875.16,177,1.648,active,desktop,UK,17,5,0.6222,1,51,reminder
TXN000207,CUST01556,2072.71,INR,netbanking,bank_timeout,1,11,2,2495.21,54281.45,174,1.034,inactive,tablet,UK,22,6,0.8857,1,32,payment_link
TXN000208,CUST04226,1360.31,INR,card,issuer_decline,1,8,0,5855.23,56853.05,49,1.774,active,desktop,USA,17,4,0.97,1,23,payment_link
TXN000209,CUST03765,2883.83,INR,card,issuer_decline,2,9,0,1313.1,16800.54,170,1.504,inactive,mobile,UAE,18,0,0.868,1,35,payment_link
TXN000210,CUST04620,12855.4,INR,card,insufficient_funds,1,5,1,3573.28,25171.39,176,0.977,inactive,tablet,USA,5,1,0.3307,1,70,escalate
TXN000211,CUST01783,50928.36,INR,card,issuer_decline,2,10,0,6751.72,129653.05,34,0.259,active,mobile,UK,5,6,0.9218,1,12,payment_link
TXN000212,CUST04711,4460.18,INR,card,bank_timeout,4,4,0,2177.03,11218.48,24,0.785,inactive,desktop,UAE,2,5,0.6509,1,35,reminder
TXN000213,CUST02112,2778.79,INR,card,issuer_decline,4,9,0,3117.22,23693.44,28,1.796,trial,mobile,Singapore,2,3,0.8989,1,31,payment_link
TXN000214,CUST02263,830.0,INR,netbanking,issuer_decline,4,5,1,4944.24,39532.58,21,0.69,trial,tablet,Singapore,5,3,0.6666,0,0,reminder
TXN000215,CUST03458,1766.32,INR,card,incorrect_otp,1,8,0,4740.73,58662.31,159,0.421,inactive,desktop,USA,19,3,0.779,1,49,retry
TXN000216,CUST00551,3204.53,INR,card,network_error,1,10,0,3153.21,36166.19,29,1.52,active,mobile,India,20,0,0.933,1,19,payment_link
TXN000217,CUST04701,10705.72,INR,upi,insufficient_funds,1,10,2,2369.85,23760.85,127,0.429,inactive,desktop,Singapore,2,0,0.2773,0,0,escalate
TXN000218,CUST01312,12152.94,INR,card,insufficient_funds,2,6,2,2324.86,25795.87,46,1.644,active,mobile,UAE,9,0,0.9287,1,18,retry
TXN000219,CUST03181,2617.98,INR,upi,incorrect_otp,1,5,2,2484.97,22421.81,177,1.576,active,mobile,Singapore,14,6,0.9413,1,28,retry
TXN000220,CUST03691,2909.33,INR,card,network_error,1,10,4,5483.63,52822.02,86,0.992,trial,mobile,UAE,4,3,0.97,1,5,payment_link
TXN000221,CUST04197,2867.62,INR,upi,issuer_decline,1,4,3,2151.3,8021.52,142,0.054,inactive,desktop,UK,23,5,0.4522,0,0,reminder
TXN000222,CUST02904,9835.78,INR,netbanking,bank_timeout,2,6,2,7798.92,90659.07,28,0.973,active,desktop,USA,21,4,0.9605,1,35,payment_link
TXN000223,CUST00993,2363.74,INR,card,issuer_decline,1,6,5,3883.6,23520.59,148,0.327,active,mobile,UAE,6,5,0.7649,1,25,payment_link
TXN000224,CUST01139,1166.71,INR,netbanking,incorrect_otp,1,4,4,3847.33,14536.42,30,1.044,active,mobile,USA,11,5,0.9692,1,35,retry
TXN000225,CUST00379,6550.28,INR,card,insufficient_funds,1,10,4,2581.33,32713.75,54,1.738,trial,mobile,USA,13,5,0.8988,1,49,retry
TXN000226,CUST04657,4606.76,INR,upi,network_error,1,10,3,1281.16,16803.15,136,0.395,trial,mobile,Singapore,9,0,0.8821,1,18,payment_link
TXN000227,CUST03790,1795.6,INR,card,insufficient_funds,1,9,0,4294.33,54952.92,128,0.306,inactive,mobile,USA,7,0,0.5068,0,0,reminder
TXN000228,CUST00345,3419.96,INR,upi,issuer_decline,1,10,0,4972.61,97534.64,107,0.221,active,desktop,UK,2,6,0.97,1,36,payment_link
TXN000229,CUST01133,28488.96,INR,card,bank_timeout,1,14,1,924.91,21983.42,159,0.711,trial,mobile,India,6,1,0.894,1,39,payment_link
TXN000230,CUST00975,8640.2,INR,upi,bank_timeout,1,6,6,1486.96,8487.85,46,1.43,active,desktop,UAE,17,1,0.97,1,11,payment_link
TXN000231,CUST03126,3545.36,INR,upi,network_error,1,5,6,2260.56,12587.67,177,1.535,inactive,desktop,UK,8,5,0.8379,1,42,payment_link
TXN000232,CUST00872,14269.3,INR,upi,network_error,1,4,3,984.66,5092.58,129,0.783,active,desktop,India,6,6,0.97,1,23,payment_link
TXN000233,CUST00967,5643.75,INR,upi,network_error,1,14,1,1994.46,24571.52,81,1.462,inactive,mobile,UAE,4,1,0.97,1,17,payment_link
TXN000234,CUST04089,1718.95,INR,card,expired_card,3,8,1,771.55,8803.06,84,0.596,active,mobile,UK,16,6,0.6081,1,60,reminder
TXN000235,CUST00598,2546.89,INR,upi,insufficient_funds,2,8,3,4754.04,53384.16,19,1.884,inactive,mobile,USA,21,5,0.9006,1,13,retry
TXN000236,CUST00589,9959.26,INR,netbanking,insufficient_funds,1,10,2,3213.19,61818.06,43,0.399,active,desktop,UAE,5,0,0.8828,1,16,retry
TXN000237,CUST04040,6921.39,INR,upi,network_error,1,10,2,3381.04,30513.31,130,1.515,inactive,mobile,UK,23,6,0.97,1,35,payment_link
TXN000238,CUST01586,1410.07,INR,card,network_error,1,7,2,1898.14,11791.06,140,1.491,active,mobile,India,23,5,0.97,1,51,payment_link
TXN000239,CUST03789,13192.35,INR,card,insufficient_funds,1,6,2,1903.11,18411.97,94,0.575,active,desktop,India,23,4,0.6677,0,0,reminder
TXN000240,CUST03202,10841.63,INR,netbanking,issuer_decline,1,6,1,2432.04,15940.07,16,1.547,active,desktop,UAE,16,1,0.97,1,24,payment_link
TXN000241,CUST01106,3533.47,INR,card,expired_card,2,14,2,2635.86,72160.83,105,0.363,trial,mobile,UAE,16,0,0.3723,0,0,escalate
TXN000242,CUST04265,2694.93,INR,upi,insufficient_funds,1,8,0,5217.97,40321.96,1,0.969,active,mobile,UAE,19,1,0.9431,1,5,retry
TXN000243,CUST01290,15243.74,INR,card,issuer_decline,1,6,0,2609.28,20663.95,31,1.638,trial,desktop,UAE,17,4,0.9401,1,27,payment_link
TXN000244,CUST04656,2394.48,INR,upi,network_error,1,12,1,5375.51,121589.93,114,0.787,active,desktop,UK,19,3,0.97,1,17,payment_link
TXN000245,CUST03140,992.63,INR,upi,insufficient_funds,3,10,3,1499.52,17509.57,73,1.916,active,mobile,UAE,21,1,0.9682,1,5,retry
TXN000246,CUST03168,2741.53,INR,upi,incorrect_otp,1,4,1,2855.11,18172.53,169,1.803,trial,mobile,USA,16,5,0.97,1,25,retry
TXN000247,CUST01234,2870.32,INR,card,issuer_decline,1,3,3,3786.8,11822.51,35,1.3,active,desktop,Singapore,11,5,0.97,1,27,payment_link
TXN000248,CUST04301,891.63,INR,upi,issuer_decline,1,7,3,5804.69,32736.04,143,1.137,inactive,mobile,UAE,14,1,0.8811,1,44,payment_link
TXN000249,CUST02225,3353.77,INR,upi,bank_timeout,1,9,1,6943.74,82695.13,52,1.545,active,mobile,Singapore,0,0,0.9312,1,18,payment_link
TXN000250,CUST03127,8448.81,INR,card,incorrect_otp,1,12,2,6003.44,66388.3,158,0.424,active,desktop,USA,1,6,0.9315,1,19,retry
TXN000251,CUST02971,6258.76,INR,card,incorrect_otp,1,9,2,7021.72,70650.05,63,1.331,inactive,mobile,India,17,5,0.9456,1,39,retry
TXN000252,CUST01281,7189.75,INR,card,insufficient_funds,2,9,1,1723.15,18693.46,72,1.0,active,mobile,India,7,3,0.9468,1,21,retry
TXN000253,CUST01216,3734.21,INR,netbanking,insufficient_funds,1,5,0,3488.03,16612.15,172,0.626,active,desktop,India,5,3,0.7159,1,44,reminder
TXN000254,CUST01300,5761.74,INR,card,insufficient_funds,2,8,1,1881.25,25998.22,168,1.073,trial,mobile,India,15,5,0.4847,0,0,reminder
TXN000255,CUST02923,5009.88,INR,upi,insufficient_funds,2,7,1,3418.55,37061.39,15,1.51,active,mobile,India,19,2,0.9663,1,30,retry
TXN000256,CUST00107,11460.74,INR,card,incorrect_otp,1,12,0,1585.99,37193.35,120,0.918,active,mobile,Singapore,11,4,0.97,1,33,retry
TXN000257,CUST03183,2718.7,INR,card,bank_timeout,1,11,2,2473.29,36084.49,31,0.846,trial,tablet,UAE,7,5,0.97,1,6,payment_link
TXN000258,CUST02292,3739.0,INR,wallet,insufficient_funds,1,9,2,2472.8,36388.54,14,1.327,active,desktop,Singapore,17,2,0.97,1,5,retry
TXN000259,CUST04612,5712.98,INR,card,insufficient_funds,1,6,1,2481.87,15334.79,114,0.901,active,desktop,USA,3,1,0.7838,1,28,retry
TXN000260,CUST00257,3923.32,INR,netbanking,bank_timeout,3,13,1,6151.8,128274.45,148,0.521,inactive,mobile,India,17,4,0.7388,1,48,reminder
TXN000261,CUST00247,3936.79,INR,card,issuer_decline,3,8,2,3796.88,26350.23,61,0.711,active,mobile,UK,19,6,0.9309,1,26,payment_link
TXN000262,CUST04113,634.46,INR,upi,insufficient_funds,2,9,4,3185.09,39448.8,166,0.317,trial,mobile,UK,1,1,0.2011,0,0,escalate
TXN000263,CUST01849,4721.51,INR,card,network_error,1,10,2,3810.53,56090.71,107,1.627,active,mobile,UK,16,0,0.9588,1,33,payment_link
TXN000264,CUST00965,21390.57,INR,upi,insufficient_funds,1,4,2,2228.93,9197.29,160,1.431,active,desktop,USA,20,3,0.7906,1,24,retry
TXN000265,CUST01987,2803.71,INR,card,bank_timeout,2,7,0,3212.94,30156.43,161,0.686,inactive,mobile,Singapore,20,4,0.7081,1,7,reminder
TXN000266,CUST04696,14653.81,INR,upi,network_error,1,14,1,9767.69,249515.14,74,1.093,active,mobile,Singapore,1,0,0.97,1,5,payment_link
TXN000267,CUST02785,3301.56,INR,netbanking,incorrect_otp,4,12,3,1353.0,30206.75,161,1.862,inactive,tablet,USA,22,1,0.2793,1,63,escalate
TXN000268,CUST02889,1642.44,INR,card,issuer_decline,1,9,1,4209.16,66174.89,72,0.815,active,mobile,USA,18,5,0.97,1,5,payment_link
TXN000269,CUST00708,2843.76,INR,netbanking,incorrect_otp,3,11,4,4817.93,51816.5,10,0.603,active,mobile,Singapore,10,2,0.869,1,15,retry
TXN000270,CUST03337,18458.07,INR,upi,incorrect_otp,1,11,2,4243.92,54855.11,111,0.647,inactive,mobile,India,6,5,0.7681,1,17,retry
TXN000271,CUST02192,2039.88,INR,card,bank_timeout,4,7,1,2060.04,20661.14,46,1.967,inactive,mobile,USA,12,4,0.8276,1,33,payment_link
TXN000272,CUST03856,2404.98,INR,card,issuer_decline,1,6,4,3745.95,22199.53,7,1.455,inactive,mobile,India,5,0,0.9525,1,35,payment_link
TXN000273,CUST02341,6083.31,INR,card,incorrect_otp,1,9,2,5080.53,53682.89,40,1.677,active,desktop,UK,2,3,0.97,1,20,retry
TXN000274,CUST01389,1252.98,INR,upi,issuer_decline,1,5,4,1202.57,8037.54,112,0.12,active,desktop,USA,12,4,0.8315,0,0,payment_link
TXN000275,CUST01330,1081.72,INR,card,insufficient_funds,3,8,4,2335.73,18592.76,44,0.336,inactive,mobile,USA,8,1,0.1125,0,0,escalate
TXN000276,CUST00420,1760.33,INR,card,expired_card,1,8,3,1683.6,12438.91,47,0.684,active,desktop,UAE,15,4,0.8297,1,34,retry
TXN000277,CUST04234,3720.93,INR,upi,network_error,3,5,2,11209.69,93744.25,28,1.874,active,mobile,India,15,6,0.97,1,33,payment_link
TXN000278,CUST00044,5701.51,INR,netbanking,issuer_decline,1,10,4,718.62,9243.31,84,0.833,active,desktop,India,2,4,0.9319,1,23,payment_link
TXN000279,CUST03689,12563.59,INR,upi,insufficient_funds,1,6,3,446.38,3462.02,77,1.326,trial,mobile,USA,23,3,0.8359,1,15,retry
TXN000280,CUST00836,2309.99,INR,card,network_error,2,8,0,13518.54,201737.84,31,0.993,inactive,mobile,USA,14,4,0.9234,1,26,payment_link
TXN000281,CUST04855,1100.3,INR,card,incorrect_otp,1,9,1,4473.41,67594.87,15,0.108,active,mobile,UAE,22,4,0.97,1,48,retry
TXN000282,CUST01375,1256.09,INR,card,network_error,3,10,2,626.31,9828.1,105,0.427,active,tablet,UAE,11,5,0.88,1,11,payment_link
TXN000283,CUST00659,13368.35,INR,card,expired_card,1,8,2,5637.25,89257.19,115,0.526,active,mobile,UAE,16,0,0.7238,1,49,reminder
TXN000284,CUST00995,12377.47,INR,upi,issuer_decline,1,9,1,5522.8,45996.02,158,0.614,active,tablet,India,22,3,0.9526,1,36,payment_link
TXN000285,CUST00923,1236.69,INR,card,expired_card,2,8,2,1693.99,11015.09,125,1.054,inactive,mobile,USA,18,1,0.2069,1,72,escalate
TXN000286,CUST02971,8757.89,INR,wallet,bank_timeout,1,5,1,2695.77,26315.02,12,1.308,inactive,mobile,Singapore,4,0,0.97,1,5,payment_link
TXN000287,CUST03093,1008.95,INR,wallet,network_error,1,11,2,2486.78,44305.76,48,1.066,active,desktop,Singapore,21,5,0.97,1,27,payment_link
TXN000288,CUST04506,811.16,INR,upi,bank_timeout,1,9,4,979.36,14784.33,147,0.352,active,mobile,UAE,20,2,0.941,0,0,payment_link
TXN000289,CUST04420,2525.82,INR,netbanking,expired_card,4,7,4,4242.85,34584.66,63,0.738,active,desktop,Singapore,7,2,0.1622,0,0,escalate
TXN000290,CUST02219,1539.83,INR,upi,insufficient_funds,1,6,3,4990.72,56644.84,129,0.48,inactive,mobile,India,14,6,0.3524,0,0,escalate
TXN000291,CUST00235,1692.49,INR,card,bank_timeout,1,8,1,2158.38,17777.23,35,1.862,active,mobile,USA,13,0,0.97,1,15,payment_link
TXN000292,CUST04509,458.89,INR,upi,insufficient_funds,1,8,0,5974.97,72043.7,134,0.019,active,mobile,UAE,20,2,0.9145,1,7,retry
TXN000293,CUST02447,1206.25,INR,upi,bank_timeout,2,8,1,4729.22,38596.09,58,1.804,active,mobile,USA,6,3,0.97,1,5,payment_link
TXN000294,CUST03706,6568.26,INR,upi,insufficient_funds,1,8,0,17646.17,125557.8,85,1.939,inactive,mobile,UAE,4,4,0.97,1,27,retry
TXN000295,CUST03881,3578.68,INR,upi,issuer_decline,1,14,0,2249.72,32175.81,24,0.42,active,mobile,UK,20,3,0.97,1,24,payment_link
TXN000296,CUST01901,496.08,INR,card,network_error,1,4,0,7409.06,54998.12,112,1.624,active,mobile,Singapore,20,5,0.97,1,21,payment_link
TXN000297,CUST02963,4692.58,INR,card,network_error,2,8,1,849.67,8675.25,99,0.943,active,mobile,UK,6,2,0.9199,1,27,payment_link
TXN000298,CUST02737,3430.1,INR,wallet,issuer_decline,1,11,3,905.81,10473.52,135,0.854,active,mobile,UK,0,3,0.9149,1,24,payment_link
TXN000299,CUST02816,6079.07,INR,card,insufficient_funds,2,5,1,1830.94,15153.82,8,0.54,active,mobile,UAE,2,3,0.8589,1,29,retry
TXN000300,CUST03390,686.25,INR,upi,issuer_decline,4,11,4,3673.82,78560.32,53,0.879,active,mobile,India,11,1,0.9227,1,33,payment_link
TXN000301,CUST03066,5265.95,INR,card,issuer_decline,3,8,2,3251.92,51343.71,68,0.859,active,mobile,UK,11,2,0.9088,0,0,payment_link
TXN000302,CUST02781,1385.23,INR,upi,incorrect_otp,1,8,1,1453.97,16132.8,119,0.322,active,mobile,India,3,4,0.9175,1,37,retry
TXN000303,CUST02993,4633.19,INR,card,insufficient_funds,1,11,1,1999.53,22005.1,42,1.362,active,mobile,UK,22,4,0.9679,1,29,retry
TXN000304,CUST03892,3356.23,INR,upi,insufficient_funds,3,8,1,2091.56,18806.78,83,0.632,active,mobile,India,22,6,0.699,0,0,reminder
TXN000305,CUST01861,540.12,INR,card,incorrect_otp,2,4,1,3889.89,21729.04,26,1.724,active,mobile,UK,8,0,0.97,1,6,retry
TXN000306,CUST01973,12111.75,INR,card,expired_card,1,7,4,2999.35,37636.23,77,0.842,active,mobile,India,1,4,0.7819,1,48,retry
TXN000307,CUST02197,2500.8,INR,card,expired_card,1,7,3,1195.87,8479.73,23,0.061,active,mobile,Singapore,22,1,0.8739,1,29,retry
TXN000308,CUST02068,2815.72,INR,upi,insufficient_funds,2,5,1,5720.97,35797.3,76,1.151,trial,desktop,India,0,5,0.7287,0,0,reminder
TXN000309,CUST00875,4592.5,INR,upi,incorrect_otp,1,14,1,1664.25,39422.74,20,0.778,trial,mobile,India,10,4,0.97,1,5,retry
TXN000310,CUST03838,22149.59,INR,card,incorrect_otp,1,12,2,1937.24,25541.69,150,0.15,active,mobile,India,16,6,0.8434,1,38,retry
TXN000311,CUST04800,698.35,INR,wallet,network_error,4,9,1,4915.61,38460.29,102,1.259,active,mobile,USA,19,6,0.929,1,32,payment_link
TXN000312,CUST01964,1991.51,INR,card,insufficient_funds,4,6,2,7405.6,66802.31,164,0.635,active,mobile,USA,15,2,0.2942,0,0,escalate
TXN000313,CUST02877,841.36,INR,card,insufficient_funds,2,6,2,1866.99,20740.96,128,0.261,active,mobile,India,20,1,0.4566,0,0,reminder
TXN000314,CUST04012,8319.88,INR,card,bank_timeout,1,10,3,1313.89,23020.98,47,0.753,active,mobile,USA,0,0,0.97,1,31,payment_link
TXN000315,CUST00742,9531.38,INR,card,insufficient_funds,1,7,3,4252.0,54951.47,29,1.261,inactive,tablet,USA,22,5,0.7926,0,0,retry
TXN000316,CUST03712,3515.38,INR,upi,bank_timeout,1,7,1,1639.66,22680.49,140,0.848,inactive,mobile,USA,19,4,0.8508,1,53,payment_link
TXN000317,CUST00483,9678.33,INR,card,issuer_decline,2,8,1,1979.11,19142.9,15,1.044,active,mobile,India,16,4,0.948,1,26,payment_link
TXN000318,CUST00580,770.25,INR,card,insufficient_funds,1,8,4,4751.26,41910.61,179,1.363,inactive,desktop,Singapore,20,4,0.433,0,0,escalate
TXN000319,CUST02034,12569.28,INR,upi,incorrect_otp,1,8,0,2555.46,18900.79,97,1.201,active,desktop,UK,18,3,0.97,1,25,retry
TXN000320,CUST00057,527.62,INR,upi,incorrect_otp,1,4,0,549.19,3278.77,150,1.474,active,mobile,UAE,21,1,0.97,1,15,retry
TXN000321,CUST01886,3482.11,INR,card,bank_timeout,3,10,3,2024.09,38790.47,9,1.717,active,mobile,UK,21,2,0.97,1,34,payment_link
TXN000322,CUST02199,7343.26,INR,card,bank_timeout,2,10,0,5900.17,55685.2,116,0.585,active,tablet,Singapore,1,5,0.97,1,40,payment_link
TXN000323,CUST03910,1387.43,INR,card,bank_timeout,2,6,3,965.37,7398.26,113,1.762,trial,desktop,UK,9,2,0.9328,1,54,payment_link
TXN000324,CUST00430,5195.53,INR,card,incorrect_otp,1,10,2,2584.04,24851.82,97,1.285,active,desktop,UAE,16,3,0.97,1,26,retry
TXN000325,CUST04371,7531.08,INR,card,issuer_decline,1,6,4,2260.15,21783.32,137,1.445,inactive,mobile,UAE,0,0,0.6455,0,0,reminder
TXN000326,CUST00772,5634.89,INR,card,incorrect_otp,4,14,1,3947.53,66058.76,24,0.908,active,desktop,Singapore,9,2,0.9219,1,14,retry
TXN000327,CUST00659,100000.0,INR,card,issuer_decline,1,5,2,3543.82,22988.36,114,1.394,inactive,desktop,UAE,13,1,0.3788,0,0,escalate
TXN000328,CUST03816,2910.68,INR,card,incorrect_otp,3,10,4,4814.72,82336.06,16,0.768,inactive,mobile,Singapore,15,0,0.6829,1,43,reminder
TXN000329,CUST00357,1680.44,INR,upi,network_error,2,14,1,3018.86,71749.2,96,1.534,active,desktop,UK,3,4,0.97,1,8,payment_link
TXN000330,CUST00693,15054.85,INR,upi,incorrect_otp,3,9,2,3123.76,27138.73,133,1.447,active,mobile,UK,3,4,0.8747,0,0,retry
TXN000331,CUST01161,5294.59,INR,netbanking,network_error,1,10,1,5601.81,78772.47,111,1.62,active,desktop,Singapore,15,6,0.97,1,6,payment_link
TXN000332,CUST04845,7127.69,INR,card,insufficient_funds,3,9,0,897.32,10924.07,88,1.058,active,mobile,UK,16,6,0.829,1,16,retry
TXN000333,CUST03381,1653.87,INR,upi,network_error,1,6,1,3392.09,25446.69,13,1.899,inactive,mobile,Singapore,15,1,0.97,1,19,payment_link
TXN000334,CUST02416,10378.55,INR,card,network_error,2,5,3,1537.63,10288.67,168,0.573,active,mobile,UAE,9,0,0.8685,0,0,payment_link
TXN000335,CUST00498,8970.46,INR,upi,network_error,2,16,0,5318.04,150197.14,163,0.222,active,mobile,Singapore,15,4,0.9479,1,15,payment_link
TXN000336,CUST03292,3647.45,INR,upi,insufficient_funds,1,9,2,10111.24,81086.22,127,1.647,active,mobile,UAE,15,1,0.97,1,5,retry
TXN000337,CUST01452,1401.65,INR,wallet,bank_timeout,1,8,1,9360.62,114052.12,48,1.19,active,mobile,Singapore,11,5,0.97,1,21,payment_link
TXN000338,CUST03880,2170.34,INR,card,incorrect_otp,1,12,0,6821.97,113586.22,15,0.81,active,mobile,Singapore,15,5,0.97,1,36,retry
TXN000339,CUST01034,8714.88,INR,card,bank_timeout,1,3,0,364.66,1882.3,109,1.025,active,desktop,India,5,4,0.97,1,23,payment_link
TXN000340,CUST02941,8867.74,INR,card,insufficient_funds,1,5,4,1675.27,15962.98,124,0.89,active,mobile,UAE,4,2,0.5755,1,49,reminder
TXN000341,CUST01361,13865.75,INR,card,issuer_decline,1,6,1,3515.09,25013.27,172,1.021,active,mobile,UK,16,4,0.846,1,22,payment_link
TXN000342,CUST02124,1471.75,INR,card,issuer_decline,1,8,2,4906.77,68270.12,83,1.035,inactive,desktop,UAE,3,1,0.9189,0,0,payment_link
